Date,Open,High,Low,Close,Adj Close,Volume
2022-03-17,199.289993,202.529999,199.110001,202.429993,197.487701,219100
2022-03-18,202.020004,205.139999,201.410004,204.979996,199.975418,197300
2022-03-21,204.970001,205.880005,203.259995,205.110001,200.102264,338300
2022-03-22,205.529999,208.309998,205.529999,207.910004,202.833908,565900
2022-03-23,206.529999,207.610001,205.389999,205.449997,200.433960,703300
2022-03-24,205.789993,208.000000,205.389999,208.000000,203.528976,194400
2022-03-25,208.169998,209.270004,207.029999,208.729996,204.243271,147900
2022-03-28,208.610001,210.669998,207.830002,210.589996,206.063278,200300
2022-03-29,212.470001,213.250000,211.160004,212.940002,208.362793,227400
2022-03-30,212.309998,212.740005,210.750000,211.759995,207.208130,160600
2022-03-31,211.509995,211.520004,208.350006,208.520004,204.037796,227300
2022-04-01,208.779999,208.960007,207.020004,208.690002,204.204132,240700
2022-04-04,208.869995,211.229996,208.630005,211.139999,206.601471,185600
2022-04-05,210.429993,211.300003,207.830002,208.419998,203.939941,259000
2022-04-06,206.130005,206.740005,204.289993,205.470001,201.053345,162100
2022-04-07,205.119995,207.389999,204.070007,206.610001,202.168839,220300
2022-04-08,206.009995,206.979996,204.940002,205.410004,200.994644,805700
2022-04-11,203.639999,203.899994,201.259995,201.289993,196.963181,876400
2022-04-12,203.210007,204.070007,200.059998,200.899994,196.581573,313700
2022-04-13,200.570007,203.490005,200.380005,203.100006,198.734283,478200
2022-04-14,203.179993,203.589996,200.139999,200.240005,195.935776,130300
2022-04-18,199.729996,201.169998,199.289993,200.160004,195.857498,198300
2022-04-19,200.210007,203.899994,200.210007,203.570007,199.194199,120700
2022-04-20,204.039993,204.440002,201.929993,202.470001,198.117828,275400
2022-04-21,204.229996,205.279999,199.320007,199.710007,195.417175,238500
2022-04-22,199.529999,199.539993,194.160004,194.380005,190.201736,285900
2022-04-25,193.259995,195.990005,191.479996,195.899994,191.689041,489900
2022-04-26,194.449997,194.479996,189.789993,189.830002,185.749542,314400
2022-04-27,190.199997,192.740005,189.100006,190.009995,185.925659,352100
2022-04-28,192.669998,196.369995,190.759995,195.470001,191.268295,369600
2022-04-29,193.220001,194.080002,187.429993,187.750000,183.714233,255000
2022-05-02,187.720001,189.630005,184.979996,189.330002,185.260300,386700
2022-05-03,189.360001,191.009995,188.600006,189.940002,185.857178,297700
2022-05-04,190.190002,196.179993,188.649994,195.839996,191.630356,576000
2022-05-05,193.699997,193.779999,186.589996,188.449997,184.399200,386000
2022-05-06,187.470001,189.470001,185.240005,187.820007,183.782745,576800
2022-05-09,184.789993,185.369995,181.250000,182.059998,178.146545,1287300
2022-05-10,185.080002,185.630005,180.960007,182.720001,178.792374,530400
2022-05-11,182.190002,184.419998,178.979996,179.389999,175.533951,693000
2022-05-12,177.479996,180.529999,175.309998,178.669998,174.829437,574800
2022-05-13,180.820007,183.520004,180.179993,182.809998,178.880432,309600
2022-05-16,182.009995,184.089996,181.139999,182.179993,178.263992,379700
2022-05-17,185.149994,185.929993,183.410004,185.789993,181.796371,338200
2022-05-18,183.500000,183.669998,177.509995,178.110001,174.281464,460400
2022-05-19,176.649994,178.399994,175.850006,176.529999,172.735428,726200
2022-05-20,178.160004,178.589996,172.309998,176.490005,172.696274,639300
2022-05-23,177.789993,180.539993,177.160004,180.119995,176.248245,255600
2022-05-24,177.669998,179.130005,175.380005,178.470001,174.633743,286900
2022-05-25,177.690002,180.970001,177.460007,179.960007,176.091705,285500
2022-05-26,180.139999,184.250000,180.139999,183.410004,179.467545,144800
2022-05-27,184.649994,188.020004,184.410004,188.020004,183.978455,211100
2022-05-31,187.449997,189.009995,185.850006,187.419998,183.391342,248500
2022-06-01,188.600006,189.399994,185.110001,186.330002,182.324768,259100
2022-06-02,185.899994,189.750000,184.880005,189.699997,185.622330,274800
2022-06-03,187.330002,188.009995,185.800003,186.199997,182.197556,140200
2022-06-06,188.339996,189.279999,186.270004,186.820007,182.804245,184900
2022-06-07,185.029999,188.779999,184.839996,188.490005,184.438354,177600
2022-06-08,187.720001,188.729996,186.539993,186.830002,182.814011,228900
2022-06-09,185.509995,186.690002,181.869995,181.869995,178.504288,170600
2022-06-10,179.070007,179.179993,176.160004,176.309998,173.047180,475400
2022-06-13,171.710007,172.520004,168.970001,169.639999,166.500610,398300
2022-06-14,170.350006,170.910004,167.910004,169.250000,166.117828,410900
2022-06-15,170.899994,174.179993,168.970001,172.100006,168.915100,478300
2022-06-16,168.210007,168.350006,165.660004,166.910004,163.821167,318400
2022-06-17,166.789993,168.699997,165.820007,167.300003,164.203918,443200
2022-06-21,170.009995,172.529999,169.979996,171.800003,168.620636,822300
2022-06-22,169.970001,173.589996,169.850006,171.500000,168.326187,334000
2022-06-23,172.550003,173.690002,170.979996,173.330002,170.122330,300700
2022-06-24,174.820007,178.800003,174.820007,178.690002,175.383133,362300
2022-06-27,179.330002,179.429993,177.309998,177.940002,174.647018,676400
2022-06-28,178.580002,179.830002,173.779999,173.860001,170.642532,263500
2022-06-29,173.949997,174.929993,173.199997,174.149994,170.927155,186700
2022-06-30,172.250000,173.830002,170.139999,172.470001,169.278244,254200
2022-07-01,171.919998,174.250000,170.850006,174.059998,170.838806,258300
2022-07-05,171.679993,175.029999,170.679993,174.960007,171.722183,233300
2022-07-06,175.009995,176.860001,174.050003,175.720001,172.468109,219800
2022-07-07,176.259995,178.770004,176.259995,178.419998,175.118118,192100
2022-07-08,177.440002,179.240005,176.990005,178.449997,175.147568,235100
2022-07-11,177.220001,177.529999,175.830002,176.139999,172.880325,214600
2022-07-12,176.139999,177.039993,173.720001,174.570007,171.339401,217100
2022-07-13,171.979996,175.029999,171.750000,173.750000,170.534561,279900
2022-07-14,171.539993,173.889999,170.220001,173.679993,170.465836,304000
2022-07-15,175.710007,176.929993,175.080002,176.869995,173.596802,282900
2022-07-18,178.470001,178.750000,174.729996,175.360001,172.114777,352900
2022-07-19,177.119995,180.029999,176.570007,179.850006,176.521683,267300
2022-07-20,179.979996,181.869995,179.410004,181.039993,177.689636,238200
2022-07-21,181.070007,183.070007,179.720001,183.009995,179.623184,316800
2022-07-22,182.949997,183.440002,179.990005,181.070007,177.719101,1426800
2022-07-25,181.320007,181.500000,179.979996,180.929993,177.581680,279900
2022-07-26,179.899994,180.020004,177.970001,178.320007,175.019974,235300
2022-07-27,180.199997,184.350006,180.199997,183.649994,180.251343,430300
2022-07-28,183.789993,185.910004,181.970001,185.389999,181.959137,218200
2022-07-29,186.500000,189.059998,186.110001,188.580002,185.090134,218000
2022-08-01,187.399994,189.580002,187.080002,188.009995,184.530640,282100
2022-08-02,187.229996,188.889999,186.229996,186.630005,183.176208,236800
2022-08-03,187.679993,190.720001,187.649994,190.270004,186.748825,202200
2022-08-04,190.179993,190.580002,189.059998,190.009995,186.493637,173800
2022-08-05,187.919998,189.889999,187.869995,189.309998,185.806610,186300
2022-08-08,190.130005,191.380005,188.309998,188.899994,185.404175,302700
2022-08-09,188.580002,188.789993,187.770004,188.229996,184.746582,252900
2022-08-10,191.619995,192.339996,190.750000,192.279999,188.721634,227700
2022-08-11,193.570007,194.350006,191.660004,192.000000,188.446823,186000
2022-08-12,193.100006,195.339996,192.440002,195.330002,191.715195,257000
2022-08-15,194.289993,196.600006,194.289993,196.389999,192.755585,183900
2022-08-16,195.770004,197.770004,195.589996,196.830002,193.187439,213500
2022-08-17,195.080002,196.899994,194.669998,195.509995,191.891846,150500
2022-08-18,195.449997,196.300003,194.850006,195.869995,192.245209,158300
2022-08-19,194.610001,194.860001,192.910004,193.289993,189.712936,173200
2022-08-22,190.990005,190.990005,188.589996,189.009995,185.512131,196300
2022-08-23,188.759995,189.809998,188.300003,188.470001,184.982132,224700
2022-08-24,188.309998,189.619995,188.000000,188.809998,185.315857,136300
2022-08-25,189.440002,191.440002,189.110001,191.429993,187.887344,110900
2022-08-26,191.289993,191.820007,184.809998,184.809998,181.389877,249200
2022-08-29,183.550003,184.860001,182.820007,183.460007,180.064865,165300
2022-08-30,184.240005,184.240005,180.419998,181.490005,178.131317,193100
2022-08-31,182.570007,182.979996,180.029999,180.110001,176.776871,248600
2022-09-01,179.110001,180.990005,177.970001,180.869995,177.522781,272800
2022-09-02,182.529999,183.160004,177.850006,178.779999,175.471466,551700
2022-09-06,179.179993,179.460007,176.880005,177.820007,174.529236,347100
2022-09-07,177.660004,181.119995,177.660004,180.679993,177.336304,198800
2022-09-08,179.639999,182.000000,178.970001,181.589996,178.229462,417300
2022-09-09,182.770004,185.009995,182.729996,184.639999,181.223022,191600
2022-09-12,185.639999,187.130005,185.639999,186.899994,183.441177,202800
2022-09-13,182.779999,183.169998,177.699997,178.169998,174.872757,330400
2022-09-14,178.919998,179.869995,177.669998,179.270004,175.952393,235400
2022-09-15,178.429993,179.710007,176.360001,177.000000,173.724396,497200
2022-09-16,175.190002,176.199997,174.179993,175.860001,172.605515,474200
2022-09-19,174.330002,177.259995,174.330002,177.229996,173.950150,223600
2022-09-20,175.729996,176.630005,174.250000,175.580002,172.330688,538700
2022-09-21,176.399994,177.850006,172.500000,172.520004,169.327332,554100
2022-09-22,172.070007,173.089996,170.970001,171.479996,168.306549,370900
2022-09-23,169.830002,169.889999,166.490005,168.509995,165.391525,614000
2022-09-26,166.779999,168.990005,166.000000,166.559998,164.184006,1089300
2022-09-27,168.250000,169.410004,165.000000,166.119995,163.750275,562200
2022-09-28,166.399994,169.880005,165.389999,169.000000,166.589188,504800
2022-09-29,167.259995,167.320007,163.669998,165.320007,162.961700,425100
2022-09-30,164.940002,166.389999,162.220001,162.500000,160.181931,713100
2022-10-03,163.699997,166.899994,162.940002,166.009995,163.641846,373000
2022-10-04,168.860001,171.070007,168.669998,170.919998,168.481812,407400
2022-10-05,168.990005,171.789993,167.820007,170.770004,168.333954,236200
2022-10-06,170.100006,171.529999,168.940002,169.149994,166.737061,412600
2022-10-07,167.020004,167.020004,163.240005,164.080002,161.739380,264200
2022-10-10,164.399994,164.429993,161.580002,162.889999,160.566345,461600
2022-10-11,161.830002,163.970001,160.720001,161.520004,159.215897,352000
2022-10-12,161.690002,162.669998,161.089996,161.289993,158.989166,252900
2022-10-13,157.910004,166.360001,157.570007,165.759995,163.395401,705400
2022-10-14,167.009995,167.679993,161.910004,162.220001,159.905914,577300
2022-10-17,165.179993,167.110001,165.179993,166.570007,164.193878,339200
2022-10-18,170.309998,170.509995,166.770004,168.419998,166.017471,294000
2022-10-19,167.240005,168.839996,166.070007,167.399994,165.012024,242700
2022-10-20,167.039993,169.360001,165.820007,166.220001,163.848846,429200
2022-10-21,165.690002,170.529999,165.330002,170.240005,167.811508,405100
2022-10-24,170.880005,172.990005,169.619995,172.429993,169.970261,301500
2022-10-25,172.449997,175.089996,172.410004,174.910004,172.414902,292200
2022-10-26,172.270004,175.330002,172.229996,172.800003,170.335007,305200
2022-10-27,172.750000,173.419998,170.720001,171.100006,168.659256,331000
2022-10-28,170.750000,175.639999,170.750000,175.440002,172.937347,196700
2022-10-31,174.039993,174.789993,173.429993,173.720001,171.241882,169300
2022-11-01,175.720001,175.860001,172.250000,172.660004,170.196991,352300
2022-11-02,172.490005,174.580002,168.320007,168.380005,165.978043,898300
2022-11-03,166.800003,167.610001,165.619995,166.070007,163.701004,350200
2022-11-04,168.789993,169.570007,165.490005,168.429993,166.027328,371300
2022-11-07,168.929993,170.509995,168.220001,170.199997,167.772079,240300
2022-11-08,170.740005,172.360001,169.110001,170.990005,168.550812,461200
2022-11-09,169.919998,170.460007,167.020004,167.220001,164.834595,262400
2022-11-10,173.250000,176.820007,172.360001,176.639999,174.120224,685200
2022-11-11,176.720001,179.080002,176.029999,178.550003,176.002975,368400
2022-11-14,177.850006,179.610001,177.350006,177.419998,174.889084,382500
2022-11-15,180.320007,180.889999,177.149994,178.970001,176.416977,1207300
2022-11-16,177.990005,178.529999,177.339996,177.529999,174.997513,157200
2022-11-17,175.500000,177.750000,175.440002,177.429993,174.898926,198900
2022-11-18,178.639999,178.639999,176.660004,177.869995,175.332657,224900
2022-11-21,177.229996,177.770004,176.210007,176.779999,174.258224,119200
2022-11-22,177.520004,179.240005,176.880005,179.070007,176.515564,310500
2022-11-23,178.990005,180.699997,178.990005,180.440002,177.866013,272400
2022-11-25,179.990005,180.580002,179.949997,180.440002,177.866013,64800
2022-11-28,178.820007,179.660004,177.110001,177.570007,175.036957,131500
2022-11-29,177.449997,177.800003,176.020004,177.029999,174.504639,106800
2022-11-30,176.759995,182.869995,176.119995,182.619995,180.014908,343300
2022-12-01,183.220001,183.630005,181.330002,182.529999,179.926193,951900
2022-12-02,180.360001,182.720001,180.350006,182.360001,179.758621,233100
2022-12-05,181.039993,181.679993,178.550003,179.259995,176.702835,171400
2022-12-06,179.119995,179.169998,175.360001,176.309998,173.794922,172500
